OID_,Civil_Count,Food_Count,HealthCare_Count,town,town_id,coast,taz,ES_FLAG,OBJECTID,Civil_Count1,Food_Count1,HealthCare_Count1,town_1,town_id_1,coast_1,taz_1,BUFF_DIST,shape_Length_1,shape_Area_1,ES_FLAG1,Shape_Length,Shape_Area,ES_FLAG_ALL,OBJECTID_12,taz_12,HLTH_COUNT,town_12,ES_COUNT05,HLTH_COUNT05,HIED_COUNT05,shape_Length_12,shape_Area_12,ES_COUNT1,HLTH_COUNT1,HIED_COUNT1,shape_Length_12_13,shape_Area_12_13,HIED_COUNT,ES_DEN_TAZ,ES_DEN_1,ES_DEN_05,ES_COUNT,OBJECTID_1,Join_Count,TARGET_FID,town_12_13,town_id_12,coast_12,objectid_12_13,taz_12_13,ORIG_FID,BUFF_DIST_1,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC,CE_OBJECTID,FID,CE_College,Undergraduate_Enrollment,Graduate_Enrollment,Total_Enrollment,One,Lat,Lng,HIED_ID,shape_Length_12_13_14,shape_Area_12_13_14,HIED_Count5,Shape_Length_12_13_14_15,Shape_Area_12_13_14_15,HLTH_COUNT05m,HIED_COUNT05m,ES_COUNT05m,HLTH_COUNT1m,HIED_COUNT1m,ES_COUNT1m,ES_DEN_05m,ES_DEN_1m
1434,0,1,1,FRAMINGHAM,100,N,1571,0,1434,8,11,7,FRAMINGHAM,100,N,1571,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6448.048615988281199,1179624.493779983604327,1,1476,1571,,FRAMINGHAM,3,1,0,5055.913399325487262,2034180.041791053256020,26,3,2,10111.826798650974524,8136720.167164213024080,,4.391207751181883,8.276057040778557,3.819718634205488,2,1434,2,1434,FRAMINGHAM,100,N,100,1571,1434,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,6448.048615988281199,1179624.493779983604327,1,0,3,3,2,26,3.819718634205490,8.276057040778561
1435,0,0,1,FRAMINGHAM,100,N,1572,0,1435,7,23,9,FRAMINGHAM,100,N,1572,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4206.638857273128451,699655.815044603310525,1,1477,1572,1,FRAMINGHAM,15,2,0,5055.913399325487262,2034180.041791053256020,38,5,1,10111.826798650974524,8136720.167164213024080,,14.807212658528195,12.095775674984045,19.098593171027442,4,1435,2,1435,FRAMINGHAM,100,N,100,1572,1435,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,4206.638857273128451,699655.815044603310525,2,0,15,5,1,38,19.098593171027400,12.095775674984001
1436,4,5,2,FRAMINGHAM,100,N,1573,1,1436,6,23,10,FRAMINGHAM,100,N,1573,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3441.735062294689669,440405.697837997635361,1,1478,1573,2,FRAMINGHAM,22,4,0,5055.913399325487262,2034180.041791053256020,38,5,0,10111.826798650974524,8136720.167164213024080,,64.690055902997216,12.095775674984045,28.011269984173580,11,1436,2,1436,FRAMINGHAM,100,N,100,1573,1436,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,3441.735062294689669,440405.697837997635361,4,0,22,5,0,38,28.011269984173602,12.095775674984001
1437,0,2,0,FRAMINGHAM,100,N,1574,0,1437,7,22,9,FRAMINGHAM,100,N,1574,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3920.846356040419778,784699.969223534571938,1,1479,1574,,FRAMINGHAM,12,1,0,5055.913399325487262,2034180.041791053256020,37,5,0,10111.826798650974524,8136720.167164213024080,,6.601218839980672,11.777465788800255,15.278874536821952,2,1437,2,1437,FRAMINGHAM,100,N,100,1574,1437,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,3920.846356040419778,784699.969223534571938,1,0,12,5,0,37,15.278874536822000,11.777465788800299
1438,0,1,1,WALPOLE,307,N,1650,0,1438,1,3,1,WALPOLE,307,N,1650,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6401.956412330282546,1678719.329173980047926,1,1555,1650,,WALPOLE,0,0,0,5055.913399325487262,2034180.041791053256020,5,0,0,10111.826798650974524,8136720.167164213024080,,4.628507098133682,1.591549430918954,0.000000000000000,3,1438,1,1438,WALPOLE,307,N,307,1650,1438,8046.736093472188259,Fine Mortuary College, ,150 Kerry Place,Norwood,02090, ,NORWOOD,(781) 461-9080,http://www.fmc.edu,436599,PRI,"2-year, Private for-profit",Private Occupational Program,A,Associate's degree,Mortuary Science,Suburb: Large,No,nces.ed.gov,29,GISDATA.COLLEGES_PT.55,Fine Mortuary College,100,N/A,100,1,42.181004671828354,-71.191735010616071,36-Fine Mortuary College,50559.133993256335089,203418004.179117113351822,1,6401.956412330282546,1678719.329173980047926,0,0,0,0,0,5,0.000000000000000,1.591549430918950
1439,0,1,0,WALPOLE,307,N,1651,0,1439,5,3,3,WALPOLE,307,N,1651,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,8301.793690429258277,2908636.529234885238111,1,1556,1651,,WALPOLE,0,0,0,5055.913399325487262,2034180.041791053256020,11,0,0,10111.826798650974524,8136720.167164213024080,,1.780894989286693,3.501408748021698,0.000000000000000,2,1439,1,1439,WALPOLE,307,N,307,1651,1439,8046.736093472188259,Fine Mortuary College, ,150 Kerry Place,Norwood,02090, ,NORWOOD,(781) 461-9080,http://www.fmc.edu,436599,PRI,"2-year, Private for-profit",Private Occupational Program,A,Associate's degree,Mortuary Science,Suburb: Large,No,nces.ed.gov,29,GISDATA.COLLEGES_PT.55,Fine Mortuary College,100,N/A,100,1,42.181004671828354,-71.191735010616071,36-Fine Mortuary College,50559.133993256335089,203418004.179117113351822,1,8301.793690429258277,2908636.529234885238111,0,0,2,0,0,11,1.780894989286690,3.501408748021700
1440,0,0,0,WALPOLE,307,N,1652,0,1440,0,0,0,WALPOLE,307,N,1652,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,12846.843499679669549,7800036.589727522805333,0,1557,1652,,WALPOLE,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,0.000000000000000,0.000000000000000,0,1440,0,1440,WALPOLE,307,N,307,1652,1440,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,12846.843499679669549,7800036.589727522805333,0,0,0,0,0,0,0.000000000000000,0.000000000000000
1441,1,1,1,WALTHAM,308,N,967,1,1441,3,4,2,WALTHAM,308,N,967,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3821.473522386242621,675664.441936068469658,1,967,967,,WALTHAM,6,0,0,5055.913399325487262,2034180.041791053256020,9,0,0,10111.826798650974524,8136720.167164213024080,,15.332984538087585,2.864788975654116,7.639437268410976,4,1441,4,1441,WALTHAM,308,N,308,967,1441,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,4,3821.473522386242621,675664.441936068469658,0,0,6,0,0,9,7.639437268410980,2.864788975654120
1442,0,1,0,FRAMINGHAM,100,N,1579,0,1442,0,1,0,FRAMINGHAM,100,N,1579,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,12639.032349843275369,9184474.003001119941473,0,1484,1579,,FRAMINGHAM,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.281996346164083,0.318309886183791,0.000000000000000,1,1442,2,1442,FRAMINGHAM,100,N,100,1579,1442,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,12639.032349843275369,9184474.003001119941473,0,0,1,0,0,1,0.281996346164083,0.281996346164083
1443,0,1,0,WALTHAM,308,N,964,0,1443,5,2,1,WALTHAM,308,N,964,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,7186.667292678508602,2509568.828185616061091,1,964,964,,WALTHAM,1,0,0,5055.913399325487262,2034180.041791053256020,8,0,1,10111.826798650974524,8136720.167164213024080,,1.032045059372948,2.546479089470326,1.273239544735163,1,1443,6,1443,WALTHAM,308,N,308,964,1443,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,6,7186.667292678508602,2509568.828185616061091,0,0,1,0,1,8,1.032045059372950,2.546479089470330
1444,1,1,0,WALTHAM,308,N,965,0,1444,3,3,2,WALTHAM,308,N,965,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5429.608400848946076,1503988.156765210907906,1,965,965,,WALTHAM,2,0,0,5055.913399325487262,2034180.041791053256020,8,0,0,10111.826798650974524,8136720.167164213024080,,3.444160246389033,2.546479089470326,2.546479089470326,2,1444,4,1444,WALTHAM,308,N,308,965,1444,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,4,5429.608400848946076,1503988.156765210907906,0,0,2,0,0,8,2.546479089470330,2.546479089470330
1445,0,0,0,WALTHAM,308,N,969,0,1445,3,6,2,WALTHAM,308,N,969,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5070.707689851697978,914418.753119466826320,1,969,969,,WALTHAM,1,0,0,5055.913399325487262,2034180.041791053256020,11,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,3.501408748021698,1.273239544735163,0,1445,4,1445,WALTHAM,308,N,308,969,1445,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,4,5070.707689851697978,914418.753119466826320,0,0,1,0,0,11,1.273239544735160,3.501408748021700
1446,0,0,0,WALTHAM,308,N,968,0,1446,1,7,2,WALTHAM,308,N,968,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,4565.784846053144065,772999.053362220642157,1,968,968,,WALTHAM,0,0,0,5055.913399325487262,2034180.041791053256020,10,1,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,3.183098861837907,0.000000000000000,0,1446,5,1446,WALTHAM,308,N,308,968,1446,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,5,4565.784846053144065,772999.053362220642157,0,0,0,1,0,10,0.000000000000000,3.183098861837910
1447,1,2,1,WALTHAM,308,N,970,1,1447,3,6,1,WALTHAM,308,N,970,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5054.821537208820700,896147.254771555424668,1,970,970,,WALTHAM,3,0,0,5055.913399325487262,2034180.041791053256020,10,0,0,10111.826798650974524,8136720.167164213024080,,14.450683726892429,3.183098861837907,3.819718634205488,5,1447,3,1447,WALTHAM,308,N,308,970,1447,8046.736093472188259,Bentley University, ,175 Forest Street,Waltham,02452,4705,WALTHAM,(781) 891-2000,http://www.bentley.edu,164739,PRI,"4-year, Private not-for-profit",Business School,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Business,City: Small,Yes,nces.ed.gov,4,GISDATA.COLLEGES_PT.182,Bentley University,N/A,1086,1086,1,42.388808411109785,-71.220167633761832,39-Bentley University,50559.133993256335089,203418004.179117113351822,3,5054.821537208820700,896147.254771555424668,0,0,3,0,0,10,3.819718634205490,3.183098861837910
1448,0,2,1,WELLESLEY,317,N,1477,1,1448,1,4,2,WELLESLEY,317,N,1477,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,7362.807782717490227,2593397.263645119965076,1,1381,1477,,WELLESLEY,4,0,0,5055.913399325487262,2034180.041791053256020,7,0,0,10111.826798650974524,8136720.167164213024080,,2.996056346544839,2.228169203286535,5.092958178940651,3,1448,8,1448,WELLESLEY,317,N,317,1477,1448,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,8,7362.807782717490227,2593397.263645119965076,0,0,3,0,0,7,2.996056346544840,2.228169203286540
1449,1,0,0,WESTON,333,N,1473,0,1449,1,0,0,WESTON,333,N,1473,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,12689.096569866320351,6998395.463883160613477,0,1377,1473,,WESTON,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.370083131719486,0.318309886183791,0.000000000000000,1,1449,10,1449,WESTON,333,N,333,1473,1449,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,10,12689.096569866320351,6998395.463883160613477,0,0,1,0,0,1,0.370083131719486,0.318309886183791
1450,1,1,2,WELLESLEY,317,N,1478,1,1450,4,7,6,WELLESLEY,317,N,1478,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6972.467244269537332,2465715.200548101216555,1,1382,1478,1,WELLESLEY,4,0,0,5055.913399325487262,2034180.041791053256020,17,2,1,10111.826798650974524,8136720.167164213024080,,5.252001751276064,5.411268065124442,5.092958178940651,5,1450,7,1450,WELLESLEY,317,N,317,1478,1450,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,7,6972.467244269537332,2465715.200548101216555,1,0,5,2,1,17,5.252001751276060,5.411268065124440
1451,0,0,0,WELLESLEY,317,N,1475,0,1451,3,8,1,WELLESLEY,317,N,1475,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,8489.481858046421621,3959049.190634302329272,1,1379,1475,,WELLESLEY,0,0,0,5055.913399325487262,2034180.041791053256020,12,0,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,3.819718634205488,0.000000000000000,0,1451,9,1451,WELLESLEY,317,N,317,1475,1451,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,9,8489.481858046421621,3959049.190634302329272,0,0,0,0,0,12,0.000000000000000,3.819718634205490
1452,0,3,2,WELLESLEY,317,N,1476,1,1452,7,12,5,WELLESLEY,317,N,1476,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,5756.762808103137104,1025267.562359975883737,1,1380,1476,2,WELLESLEY,9,2,0,5055.913399325487262,2034180.041791053256020,24,2,0,10111.826798650974524,8136720.167164213024080,,22.735424242734055,7.639437268410976,11.459155902616464,9,1452,9,1452,WELLESLEY,317,N,317,1476,1452,8046.736093472188259,Pope John Xxiii National Seminary, ,558 South Avenue,Weston,02493, ,WESTON,(781) 899-5500,http://www.psjs.edu,167464,PRI,"4-year, Private not-for-profit",Divinity School,M,Master's degree,Catholic Seminary,Suburb: Large,Yes,nces.ed.gov,7,GISDATA.COLLEGES_PT.127,Pope John Xxiii National Seminary,N/A,53,53,1,42.339620518681180,-71.310985041371424,12-Pope John Xxiii National Seminary,50559.133993256335089,203418004.179117113351822,9,5756.762808103137104,1025267.562359975883737,2,0,9,2,0,24,11.459155902616500,7.639437268410980
1453,1,0,0,FRAMINGHAM,100,N,1580,0,1453,2,2,1,FRAMINGHAM,100,N,1580,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6313.908845981202830,2479411.236863956786692,1,1485,1580,,FRAMINGHAM,0,0,0,5055.913399325487262,2034180.041791053256020,5,0,0,10111.826798650974524,8136720.167164213024080,,2.089196073468819,1.591549430918954,0.000000000000000,2,1453,2,1453,FRAMINGHAM,100,N,100,1580,1453,8046.736093472188259,Empire Beauty School (Framingham),Framingham,624 Worcester Road,Framingham,01701, ,FRAMINGHAM,(508) 370-7447,http://www.empire.edu,443678,PRI,"< 2-year, Private for-profit",Private Vocational School,C,One but less than two years certificate,"Cosmetology/Cosmetologist, General",City: Small,No,nces.ed.gov,27,GISDATA.COLLEGES_PT.98,Empire Beauty School (Framingham),6,N/A,6,1,42.297815277215214,-71.422158793704298,26-Empire Beauty School (Framingham),50559.133993256335089,203418004.179117113351822,2,6313.908845981202830,2479411.236863956786692,0,0,2,0,0,5,2.089196073468820,1.591549430918950
